"id";"card_number";"transaction_date";"value";"segment"
CTID34187609;"6570-8163-4369-9734";2016-01-21;30408;SEG24
CTID46322776;"7900-3001-7632-4005";2016-03-23;41576;SEG17
CTID35264811;"5583-9751-6086-5673";2016-01-31;42074;SEG11
CTID55793385;"8797-7761-7623-1806";2016-12-29;25678;SEG11
CTID62069266;"4679-5406-6408-1233";2016-11-28;11854;SEG19
CTID74532039;"2949-1972-1300-6680";2016-03-12;12000;SEG16
CTID74958264;"5283-6135-5709-4452";2016-04-10;11676;SEG15
CTID87381004;"8341-5263-4582-7396";2016-08-28;21182;SEG18
CTID95174991;"3134-9713-5764-8285";2016-07-28;44779;SEG18
CTID72152745;"4027-9234-2261-8201";2016-09-27;34806;SEG13
CTID94727068;"5734-5619-8469-4044";2016-05-07;46836;SEG11
CTID86514933;"4203-2936-4855-8802";2016-05-08;48589;SEG21
CTID97222954;"8638-5407-3631-8196";2016-11-25;36715;SEG18
CTID87453708;"7586-6475-9618-3909";2016-02-22;4434;SEG16
CTID90938173;"7586-6475-9618-3909";2016-05-01;20660;SEG16
CTID52935917;"1449-4529-1480-3546";2016-10-01;32866;SEG18
CTID87181836;"3405-7202-8402-5988";2016-07-26;17051;SEG22
CTID22918981;"9604-6821-2861-8084";2016-10-18;35562;SEG14
CTID90506399;"1655-7617-4318-5963";2016-07-22;13157;SEG18
CTID94886282;"4818-7275-3513-3939";2016-07-20;20086;SEG13
CTID35384832;"8797-7761-7623-1806";2016-11-19;21833;SEG12
CTID80666572;"2077-2389-7798-4862";2016-03-24;35638;SEG12
CTID56227640;"3167-9604-1650-2605";2016-03-30;38613;SEG22
CTID47999363;"5175-8965-9249-9021";2016-09-13;15784;SEG15
CTID70456498;"5088-4839-2639-6414";2016-06-28;26657;SEG23
CTID29998104;"5564-7149-9280-5472";2016-11-09;28632;SEG24
CTID41668436;"4012-7774-6690-7055";2016-12-23;6477;SEG20
CTID22200530;"9310-6095-5617-9905";2016-05-02;40607;SEG16
CTID43169385;"3697-6001-4909-5350";2016-02-16;42430;SEG12
CTID67732778;"4246-1369-3659-8804";2016-12-22;41907;SEG25
CTID55246324;"2017-7197-7814-9950";2016-05-03;10620;SEG11
CTID54872001;"5960-5753-3689-8262";2016-07-29;48581;SEG15
CTID24975765;"8578-3662-1951-5720";2016-04-17;40642;SEG11
CTID90230371;"7662-3108-4951-8587";2016-08-28;21508;SEG12
CTID91053264;"2649-6876-7496-4123";2016-07-23;46381;SEG22
CTID28333286;"8002-6041-9878-5658";2016-10-20;16059;SEG19
CTID73851056;"5786-2204-6101-1373";2016-09-18;11819;SEG11
CTID74622799;"5894-8042-7318-9450";2016-09-29;8410;SEG15
CTID71105104;"6045-2636-8278-8875";2016-11-01;9545;SEG12
CTID70487492;"7296-3224-2880-5747";2016-02-13;21204;SEG15
CTID49153264;"5574-7647-1844-5316";2016-05-12;9869;SEG20
CTID49049589;"8793-4049-9771-8176";2016-10-14;10398;SEG21
CTID86663824;"3762-3694-9841-5446";2016-05-03;2663;SEG20
CTID92439678;"3114-9778-2542-3154";2016-01-04;15054;SEG24
CTID24641179;"9207-1270-6690-4905";2016-09-02;23458;SEG12
CTID24089225;"3414-4178-9784-9954";2016-10-13;20847;SEG21
CTID93404712;"7334-1842-5941-2149";2016-06-12;21226;SEG23
CTID43563833;"4679-8417-8700-1213";2016-12-06;4220;SEG15
CTID49911164;"8052-5734-6162-9591";2016-03-29;49751;SEG24
CTID43196652;"8769-1185-5731-6569";2016-01-29;9269;SEG11
CTID15188019;"8883-9569-6241-3952";2016-03-01;29310;SEG16
CTID44987102;"2517-1247-3682-9050";2016-01-19;7391;SEG22
CTID80951542;"9517-7826-1862-6726";2016-03-03;28060;SEG12
CTID27174170;"7299-3529-7767-1695";2016-10-30;30646;SEG19
CTID62671598;"7199-4140-9327-8875";2016-09-05;49423;SEG20
CTID76194418;"5384-8278-5616-5502";2016-02-28;4772;SEG20
CTID37414724;"1652-7516-1273-1992";2016-04-05;174;SEG25
CTID44869160;"8078-7413-3861-2246";2016-06-15;11642;SEG25
CTID37319117;"2724-3903-7331-7820";2016-05-14;12092;SEG15
CTID56891113;"1825-7669-6621-9045";2016-09-27;28461;SEG15
CTID14438173;"1546-9786-8388-4937";2016-08-14;43759;SEG16
CTID56927266;"8477-4051-5606-6540";2016-11-05;32659;SEG17
CTID90443348;"3226-1711-7076-2949";2016-12-10;8366;SEG21
CTID15702003;"5563-4162-6828-9835";2016-10-10;45598;SEG23
CTID53179776;"9517-7826-1862-6726";2016-01-03;48773;SEG22
CTID54754127;"1749-4777-2532-7766";2016-06-18;6423;SEG17
CTID43126414;"3140-6494-9869-5893";2016-12-15;17624;SEG20
CTID85827294;"6148-9835-7115-4405";2016-01-12;5468;SEG13
CTID28646535;"8481-9097-2828-9363";2016-06-06;4431;SEG18
CTID47328416;"2524-4184-5908-6750";2016-03-31;15529;SEG25
CTID80354361;"2017-7197-7814-9950";2016-08-23;22528;SEG24
CTID77817419;"4562-2665-7578-1931";2016-09-17;49397;SEG12
CTID83009624;"4203-2936-4855-8802";2016-01-31;39479;SEG22
CTID28767188;"8883-9569-6241-3952";2016-07-16;8587;SEG13
CTID91336466;"7815-7711-6866-1320";2016-05-16;29139;SEG24
CTID29786263;"9558-5469-2562-5608";2016-01-22;24342;SEG19
CTID69736785;"4341-6411-1439-6094";2016-11-15;23232;SEG12
CTID36933964;"7837-4036-5999-1672";2016-07-29;7263;SEG15
CTID63737758;"7224-9964-4793-3939";2016-06-18;35483;SEG16
CTID50962517;"5978-8449-1139-4565";2016-11-12;23152;SEG11
CTID39437680;"2911-7555-3093-9231";2016-05-09;40753;SEG12
CTID52236429;"1652-7516-1273-1992";2016-01-02;45007;SEG25
CTID65740877;"1159-7886-1385-5540";2016-10-15;3271;SEG20
CTID76775273;"2463-9055-1240-3878";2016-08-16;2141;SEG23
CTID99247797;"7815-2405-2962-6053";2016-08-08;12220;SEG21
CTID13171528;"8951-3220-4809-9797";2016-12-27;33345;SEG23
CTID62126686;"7296-3224-2880-5747";2016-09-10;23987;SEG14
CTID15687655;"1655-7617-4318-5963";2016-09-05;42623;SEG21
CTID27095553;"7633-7985-2079-2990";2016-10-21;16322;SEG16
CTID31766520;"3440-1978-8156-5313";2016-07-25;18520;SEG12
CTID42423685;"2764-7023-8396-5255";2016-04-17;36204;SEG17
CTID32167942;"6001-5945-4665-4926";2016-10-06;22870;SEG18
CTID71261077;"6570-8163-4369-9734";2016-11-24;43308;SEG14
CTID56195322;"7306-7457-8875-3211";2016-03-22;10926;SEG18
CTID89260233;"6429-7684-3108-1910";2016-10-27;37226;SEG11
CTID58473611;"4784-5120-3581-6184";2016-01-06;25515;SEG12
CTID77212478;"7658-7645-4568-1461";2016-03-03;47375;SEG25
CTID38307154;"8069-5321-4131-7493";2016-10-28;5758;SEG19
CTID51671239;"9946-6939-3033-9593";2016-12-14;33921;SEG17
CTID96543770;"3573-2839-9869-7747";2016-06-06;34188;SEG11
CTID33738283;"6271-9924-3653-8913";2016-02-24;28366;SEG17
CTID14343874;"1655-7617-4318-5963";2016-08-22;23178;SEG15
CTID44371310;"1187-8674-2708-3972";2016-05-07;42962;SEG20
CTID40602628;"6691-5105-1556-4131";2016-01-22;663;SEG11
CTID48351524;"1466-1600-9312-7604";2016-12-19;28162;SEG20
CTID50889970;"4679-8417-8700-1213";2016-11-06;48479;SEG24
CTID49578238;"6012-7799-2842-7221";2016-07-17;18123;SEG17
CTID35825790;"4703-4800-3443-6825";2016-05-10;33131;SEG25
CTID38469595;"1449-4529-1480-3546";2016-05-21;7673;SEG18
CTID86129112;"1159-7886-1385-5540";2016-10-13;47655;SEG11
CTID82360809;"9843-6858-7863-1891";2016-10-25;35647;SEG11
CTID62125572;"8711-5325-4752-4743";2016-04-05;14295;SEG23
CTID13326104;"5618-9718-9367-2102";2016-12-12;35023;SEG17
CTID77906050;"4220-2591-3295-3300";2016-12-27;25422;SEG14
CTID29416326;"9369-6196-2597-1730";2016-05-12;40107;SEG24
CTID64571618;"6770-3803-2120-3012";2016-06-04;43678;SEG25
CTID78076827;"1655-7617-4318-5963";2016-01-02;22844;SEG18
CTID52692417;"8918-6235-3308-7862";2016-12-21;14024;SEG12
CTID98094116;"7908-8365-2086-2481";2016-11-03;8486;SEG18
CTID49160439;"5984-2442-3351-3695";2016-09-13;42284;SEG19
CTID48527296;"5731-9804-7859-1641";2016-07-25;45255;SEG14
CTID61604440;"5936-1967-4966-6077";2016-03-19;11205;SEG20
CTID43248786;"4587-3535-8224-4301";2016-07-14;42969;SEG22
CTID52098628;"9360-2827-9359-7064";2016-12-23;33650;SEG18
CTID87849455;"9497-8994-1281-9719";2016-03-28;4689;SEG14
CTID86216889;"6479-5593-2105-9060";2016-01-25;33832;SEG22
CTID83836899;"6617-5782-1394-1632";2016-12-13;39090;SEG20
CTID89058079;"9304-4488-7872-2868";2016-04-28;49684;SEG21
CTID48409781;"8590-6850-6104-5846";2016-11-01;35055;SEG11
CTID33400257;"9999-3058-2698-4238";2016-11-21;10262;SEG24
CTID60575167;"9386-8854-6115-4075";2016-06-18;45760;SEG23
CTID44428188;"4864-7119-5608-7611";2016-09-30;41612;SEG15
CTID68392994;"3146-4961-6964-4229";2016-06-17;507;SEG12
CTID75838907;"5786-9833-8038-2159";2016-06-22;10327;SEG20
CTID60525587;"5984-2442-3351-3695";2016-04-08;18773;SEG20
CTID24709084;"3762-3694-9841-5446";2016-05-09;4304;SEG12
CTID73162129;"8769-1185-5731-6569";2016-10-23;45823;SEG22
CTID26405302;"7908-2695-7391-7499";2016-04-03;45905;SEG17
CTID52808932;"2017-7197-7814-9950";2016-05-14;41351;SEG23
CTID69471670;"9162-3465-6654-4891";2016-03-01;19719;SEG15
CTID70578154;"4959-5036-1379-1303";2016-06-26;16130;SEG12
CTID54279194;"5144-5591-4640-2208";2016-05-17;23720;SEG19
CTID95934513;"1817-8543-9660-4802";2016-07-12;4495;SEG22
CTID17049229;"4375-1627-3683-5900";2016-10-07;40202;SEG13
CTID79239882;"4427-5380-8182-9668";2016-02-28;22896;SEG24
CTID33493169;"7665-2468-6158-3511";2016-12-01;30755;SEG21
CTID97696239;"8287-3054-9804-9342";2016-09-27;9931;SEG14
CTID86961382;"3170-4662-9297-6384";2016-05-28;17600;SEG17
CTID55357926;"2349-2290-6329-3624";2016-09-20;31769;SEG18
CTID62604776;"8794-7936-2566-9238";2016-03-02;35835;SEG24
CTID47947765;"7908-3850-6633-2606";2016-12-04;7346;SEG15
CTID88072703;"7697-2274-6431-6408";2016-03-07;8606;SEG14
CTID99685220;"3467-4873-4196-4795";2016-09-04;8502;SEG25
CTID18009165;"2271-9253-1553-2843";2016-06-02;4628;SEG17
CTID81691498;"7334-1842-5941-2149";2016-04-28;23952;SEG23
CTID98602355;"7697-2274-6431-6408";2016-09-29;43623;SEG14
CTID12184125;"2161-8530-5218-6803";2016-02-20;12945;SEG12
CTID35960033;"4093-1634-8086-4601";2016-10-16;45363;SEG12
CTID39919905;"8159-1257-4706-7544";2016-04-03;49059;SEG18
CTID76482100;"3114-9778-2542-3154";2016-01-06;4500;SEG13
CTID80931849;"6570-8163-4369-9734";2016-05-29;5676;SEG11
CTID16315531;"4679-5406-6408-1233";2016-11-28;18286;SEG16
CTID58334877;"3134-9713-5764-8285";2016-03-05;41754;SEG23
CTID81541789;"8685-1513-4751-8018";2016-06-30;34434;SEG18
CTID17938926;"7726-3678-8092-6414";2016-05-21;29819;SEG12
CTID44457434;"7326-9558-4788-5128";2016-06-26;43322;SEG14
CTID33937528;"7767-7920-7733-4210";2016-07-30;20824;SEG14
CTID55895727;"2711-5438-4449-9824";2016-02-05;5583;SEG20
CTID85551417;"8904-2491-3727-6958";2016-10-27;24338;SEG22
CTID85252404;"9999-3058-2698-4238";2016-12-15;19726;SEG23
CTID53916321;"4864-7119-5608-7611";2016-02-25;12540;SEG22
CTID50021854;"9376-8684-9599-2988";2016-06-28;33137;SEG22
CTID97617799;"6286-3397-5051-8445";2016-10-14;26399;SEG25
CTID23363107;"6071-3874-2856-8755";2016-07-10;22772;SEG25
CTID48334780;"7558-5459-8235-5737";2016-06-23;10303;SEG19
CTID53134532;"7306-7457-8875-3211";2016-12-28;30251;SEG20
CTID70188260;"6171-3568-7740-8072";2016-10-30;11822;SEG18
CTID69858966;"1750-2387-4085-7042";2016-09-23;16041;SEG11
CTID27384416;"5587-7265-8118-7718";2016-03-01;12126;SEG23
CTID22489094;"8870-2780-7399-5151";2016-08-13;680;SEG14
CTID99140238;"3158-1638-7701-9309";2016-10-22;27224;SEG14
CTID34165337;"7633-7985-2079-2990";2016-12-27;21016;SEG12
CTID18933821;"6415-7043-2998-3377";2016-12-20;24546;SEG20
CTID63153107;"6492-5655-8241-3530";2016-07-13;10216;SEG20
CTID32051399;"6286-3397-5051-8445";2016-05-07;16235;SEG22
CTID26460649;"5894-8042-7318-9450";2016-08-16;29235;SEG22
CTID55161805;"3440-1978-8156-5313";2016-07-01;46361;SEG19
CTID78032595;"7697-2274-6431-6408";2016-06-30;16222;SEG20
CTID77469173;"8217-2336-2393-6960";2016-10-31;7463;SEG23
CTID79010510;"9933-8699-5268-4345";2016-11-13;24560;SEG23
CTID60538685;"3359-9828-1991-2013";2016-02-20;37671;SEG15
CTID23954117;"5251-7364-6702-5590";2016-02-11;2764;SEG18
CTID50882946;"6547-1222-2350-2503";2016-03-08;7524;SEG12
CTID30751719;"5160-8427-6529-3274";2016-10-11;35086;SEG14
CTID64462739;"4708-4407-9601-6022";2016-02-19;26512;SEG20
CTID60652747;"6272-7021-2748-1471";2016-12-17;12003;SEG11
CTID80450276;"5778-9566-9086-7555";2016-09-09;33199;SEG14
CTID26269004;"5616-5526-4836-1962";2016-06-30;3207;SEG12
CTID95984612;"3467-4873-4196-4795";2016-05-11;6707;SEG25
CTID53956535;"3620-5235-2101-3391";2016-10-18;45172;SEG17
CTID65531998;"9999-3058-2698-4238";2016-11-12;28273;SEG21
CTID57447583;"4971-8219-1133-6753";2016-08-09;27125;SEG15
CTID84757792;"5533-2042-7236-9790";2016-10-24;25812;SEG14
CTID58199276;"1438-6906-2509-8219";2016-02-05;22484;SEG24
CTID29793745;"2088-6665-3327-6898";2016-08-10;28190;SEG17
CTID38608594;"2088-6665-3327-6898";2016-11-07;3907;SEG13
CTID55251400;"6574-5513-6101-1905";2016-08-08;18788;SEG14
CTID65297292;"9627-1907-4419-6606";2016-11-12;9684;SEG15
CTID75003456;"9497-8994-1281-9719";2016-09-10;42015;SEG18
CTID34327340;"4610-9984-7768-4610";2016-11-25;4480;SEG17
CTID86475887;"8408-7680-2338-9105";2016-07-04;5746;SEG14
CTID98865522;"8870-2780-7399-5151";2016-11-18;28249;SEG23
CTID63989442;"9930-4634-8565-6716";2016-08-23;22904;SEG19
CTID27291595;"1127-9633-2269-3119";2016-03-02;22796;SEG13
CTID15603179;"4963-4850-8565-5494";2016-01-02;2436;SEG24
CTID76134571;"5574-7647-1844-5316";2016-08-24;21031;SEG11
CTID77023817;"7658-7645-4568-1461";2016-04-17;23886;SEG24
CTID53629961;"5982-5047-2653-9052";2016-05-12;6799;SEG14
CTID98403292;"6540-2862-2962-5109";2016-08-23;32826;SEG25
CTID42240275;"4646-8260-8197-7078";2016-08-31;34040;SEG20
CTID60157905;"4448-9587-7180-9589";2016-04-02;14323;SEG13
CTID31018265;"6197-7150-9163-8287";2016-12-12;21194;SEG12
CTID44287212;"3140-6494-9869-5893";2016-07-12;44831;SEG18
CTID85666379;"4203-2936-4855-8802";2016-04-18;1149;SEG13
CTID41996680;"5811-4353-3490-5513";2016-02-17;6126;SEG17
CTID63401869;"7199-4140-9327-8875";2016-02-06;8064;SEG20
CTID99073814;"6570-8163-4369-9734";2016-08-23;24220;SEG13
CTID45503560;"8462-5562-6993-2745";2016-04-15;16640;SEG20
CTID77478150;"5616-5526-4836-1962";2016-04-15;34752;SEG20
CTID86048024;"3925-8607-7303-7699";2016-02-28;21339;SEG24
CTID76151825;"8836-7078-5752-6312";2016-08-27;1897;SEG17
CTID17222326;"9558-5469-2562-5608";2016-08-16;29294;SEG14
CTID79777989;"9304-8255-4381-2028";2016-09-25;19742;SEG15
CTID94482898;"4679-8417-8700-1213";2016-01-08;48109;SEG13
CTID83405088;"9546-5205-4705-9447";2016-12-02;23488;SEG20
CTID85125546;"2570-5181-2062-7588";2016-05-25;36409;SEG14
CTID37052029;"5481-9525-6488-7566";2016-06-21;20976;SEG15
CTID93580146;"8499-3007-6025-2772";2016-03-02;4417;SEG11
CTID45028255;"4012-7774-6690-7055";2016-02-07;8344;SEG12
CTID31333724;"3359-9828-1991-2013";2016-02-07;18857;SEG25
CTID34995390;"6697-9358-9213-4896";2016-11-27;29992;SEG20
CTID56389648;"9930-4634-8565-6716";2016-08-05;38707;SEG25
CTID64348468;"7662-3108-4951-8587";2016-10-31;8988;SEG24
CTID54820733;"9157-2802-8374-1145";2016-12-11;4346;SEG19
CTID88716951;"2595-7800-1142-5225";2016-09-22;618;SEG11
CTID68239249;"7725-3576-5626-3317";2016-05-12;39117;SEG22
CTID18307071;"5145-7864-6575-8768";2016-11-20;44587;SEG25
CTID62664221;"4375-1627-3683-5900";2016-06-05;731;SEG16
CTID55106143;"8321-8463-7644-8934";2016-05-06;15303;SEG20
CTID72095886;"1683-2865-3396-4925";2016-03-30;42262;SEG16
CTID97537417;"1765-4019-5141-9230";2016-11-10;26758;SEG12
CTID98809794;"5731-9804-7859-1641";2016-08-15;21334;SEG20
CTID17389826;"4448-9587-7180-9589";2016-06-07;42360;SEG16
CTID13114542;"8673-7935-5776-9119";2016-03-20;36280;SEG13
CTID35253496;"9446-5484-2517-1811";2016-12-26;24516;SEG17
CTID93748150;"8231-5519-1948-3400";2016-06-21;38852;SEG16
CTID97446563;"3922-3698-6304-1975";2016-02-14;34348;SEG23
CTID33516601;"7017-9570-4103-5076";2016-02-21;18468;SEG14
CTID98030472;"9376-8684-9599-2988";2016-07-26;2552;SEG23
CTID91678346;"7047-9622-9693-9968";2016-02-16;25611;SEG18
CTID50107842;"7276-7349-6334-3809";2016-09-09;14948;SEG14
CTID29603307;"6515-8771-7352-9788";2016-10-12;41412;SEG24
CTID42278985;"6514-4444-5642-2615";2016-07-19;8729;SEG16
CTID72484923;"2595-8621-2855-9119";2016-01-10;13270;SEG11
CTID25730089;"5814-6146-3149-1775";2016-03-02;5199;SEG23
CTID67944160;"9458-1130-5333-6475";2016-02-11;39768;SEG18
CTID81678054;"5786-2204-6101-1373";2016-12-22;22242;SEG22
CTID89523324;"2535-9251-5633-3656";2016-12-12;3053;SEG24
CTID22713607;"9627-1907-4419-6606";2016-10-29;7459;SEG14
CTID50250908;"2388-1652-4326-6035";2016-11-03;14953;SEG15
CTID67938733;"9386-8854-6115-4075";2016-03-17;33527;SEG17
CTID48708913;"1992-1719-3506-9652";2016-05-18;30668;SEG20
CTID74043330;"8249-2687-5339-2078";2016-04-21;22490;SEG21
CTID98601829;"8477-4051-5606-6540";2016-02-16;30192;SEG13
CTID17530884;"1846-7945-5251-4091";2016-02-09;15120;SEG11
CTID91247274;"5864-4475-3659-1440";2016-08-10;29504;SEG21
CTID75134314;"7815-5255-1963-9464";2016-02-07;9030;SEG20
CTID15886880;"7334-1842-5941-2149";2016-06-11;46811;SEG12
CTID98762031;"5591-5619-8809-5454";2016-03-30;47263;SEG15
CTID53737262;"7708-8807-7837-8812";2016-12-09;34626;SEG15
CTID68984386;"2964-4590-9510-4405";2016-05-17;2398;SEG16
CTID68069163;"8869-7604-9618-3740";2016-10-19;2889;SEG18
CTID31200944;"4491-2026-2441-2049";2016-06-09;10251;SEG22
CTID74380939;"4661-5769-5059-2114";2016-11-24;25260;SEG11
CTID22306254;"1290-5480-3763-3387";2016-03-01;33741;SEG18
CTID41749873;"5175-8965-9249-9021";2016-06-17;2937;SEG13
CTID32548940;"3544-7836-9589-7635";2016-09-05;35016;SEG24
CTID32116221;"2595-7800-1142-5225";2016-09-04;33436;SEG25
CTID28298208;"2893-7786-7528-2338";2016-04-21;10358;SEG21
CTID96247910;"5993-5660-3442-6277";2016-01-28;48561;SEG11
CTID92415561;"1750-2387-4085-7042";2016-03-11;37695;SEG15
CTID32149680;"5092-6820-3830-6560";2016-12-30;44588;SEG23
CTID38141368;"6321-2048-7733-8765";2016-02-24;10339;SEG25
CTID32265358;"7726-3678-8092-6414";2016-11-08;31654;SEG20
CTID59227999;"6785-6309-6247-3002";2016-12-10;8862;SEG17
CTID48466977;"7815-5255-1963-9464";2016-06-26;17798;SEG20
CTID53299611;"6292-8171-2649-5336";2016-06-19;28695;SEG15
CTID90219711;"5274-7205-2377-3357";2016-02-08;17126;SEG17
CTID84455457;"2944-6929-3608-9991";2016-04-13;48382;SEG22
CTID97791019;"4783-2852-8264-4966";2016-07-29;3586;SEG25
CTID37597258;"2017-7197-7814-9950";2016-10-27;36657;SEG15
CTID78778271;"5206-5979-9383-4538";2016-03-07;26397;SEG19
CTID20651030;"4314-6417-5269-5130";2016-10-04;47703;SEG22
CTID46211963;"5563-4162-6828-9835";2016-09-02;21282;SEG23
CTID47747093;"4314-6417-5269-5130";2016-03-18;4805;SEG24
CTID28207227;"4294-8894-4829-7801";2016-07-02;30458;SEG22
CTID61289449;"2088-6665-3327-6898";2016-12-23;9706;SEG17
CTID49970866;"4663-3168-7059-6778";2016-02-03;45657;SEG21
CTID25603938;"1992-1719-3506-9652";2016-08-31;23281;SEG24
CTID37199141;"9132-7052-6630-5540";2016-12-12;46141;SEG20
CTID92511584;"2854-6117-5924-2770";2016-02-09;6195;SEG18
CTID42853588;"9248-9032-8076-1225";2016-11-04;39295;SEG12
CTID12661965;"5530-1215-6434-9691";2016-01-23;14527;SEG20
CTID53854325;"2568-8047-9427-1704";2016-04-03;23486;SEG23
CTID22053493;"7665-2468-6158-3511";2016-06-06;1056;SEG23
CTID52263447;"7908-2695-7391-7499";2016-06-04;24849;SEG21
CTID30947000;"3748-8048-5227-8162";2016-10-30;30250;SEG14
CTID45609718;"6691-5105-1556-4131";2016-06-25;12263;SEG13
CTID68061866;"8883-9569-6241-3952";2016-05-30;33576;SEG19
CTID98306712;"4294-8894-4829-7801";2016-09-14;33317;SEG19
CTID22423362;"9446-5484-2517-1811";2016-04-28;25542;SEG22
CTID75928084;"8839-9467-3960-3997";2016-03-17;43158;SEG14
CTID54417783;"2830-1922-3225-5423";2016-04-26;748;SEG14
CTID92753114;"2711-5438-4449-9824";2016-07-19;32704;SEG22
CTID13209414;"4203-2936-4855-8802";2016-04-08;42764;SEG25
CTID60257797;"5583-9751-6086-5673";2016-04-11;9664;SEG23
CTID94621822;"3922-3698-6304-1975";2016-11-22;8752;SEG12
CTID28372879;"6015-9255-9994-6771";2016-09-11;37115;SEG12
CTID19537981;"7224-9964-4793-3939";2016-08-10;42246;SEG23
CTID92051877;"7966-2894-6066-2530";2016-02-20;5984;SEG23
CTID50748371;"9558-5469-2562-5608";2016-09-04;47231;SEG24
CTID97347815;"5957-5032-1448-8189";2016-08-30;29108;SEG25
CTID29450634;"6994-7925-9044-3458";2016-04-21;7668;SEG19
CTID67315738;"8002-6041-9878-5658";2016-12-06;21388;SEG17
CTID68343288;"1350-6303-6190-5958";2016-06-28;17080;SEG20
CTID25962688;"1466-1600-9312-7604";2016-08-18;45807;SEG20
CTID82617000;"5689-2440-9593-1931";2016-05-24;16870;SEG13
CTID85968797;"2347-2804-9899-1830";2016-09-16;26263;SEG15
CTID48314918;"1608-1970-3705-7137";2016-08-10;24790;SEG17
CTID59101774;"8467-5358-5569-3718";2016-09-30;31451;SEG25
CTID53350920;"3295-6390-4452-7199";2016-05-03;10234;SEG12
CTID72978267;"6531-1690-4324-2760";2016-05-20;38185;SEG11
CTID43993896;"7815-7711-6866-1320";2016-09-25;25953;SEG19
CTID32883588;"9248-9032-8076-1225";2016-03-28;1054;SEG20
CTID16038968;"4933-8895-6001-8577";2016-03-25;14913;SEG11
CTID24116514;"8002-6041-9878-5658";2016-07-17;11267;SEG25
CTID92836860;"9753-7718-2196-1448";2016-06-09;12940;SEG19
CTID13830106;"4818-7275-3513-3939";2016-09-05;11297;SEG11
CTID16750053;"5786-2204-6101-1373";2016-10-22;21147;SEG22
CTID75083224;"5786-9833-8038-2159";2016-04-04;12401;SEG18
CTID85528573;"4819-6940-5506-8061";2016-06-06;41124;SEG17
CTID69979390;"9497-8994-1281-9719";2016-06-06;14587;SEG19
CTID92806149;"2949-1972-1300-6680";2016-07-30;46914;SEG25
CTID37736536;"8486-4186-7122-3452";2016-03-23;1307;SEG12
CTID59162759;"8691-3939-1859-5937";2016-09-27;5873;SEG11
CTID37558222;"3134-9713-5764-8285";2016-08-19;18729;SEG11
CTID90264795;"6262-7793-5307-8561";2016-06-07;21022;SEG16
CTID57863703;"1464-1118-5953-6424";2016-07-28;9180;SEG14
CTID89466820;"9356-9491-6534-8313";2016-10-13;14089;SEG11
CTID87649526;"9991-4727-7710-2269";2016-11-18;46947;SEG18
CTID11997601;"2711-5438-4449-9824";2016-01-02;31360;SEG23
CTID35912067;"3439-5404-2739-7517";2016-04-02;18816;SEG22
CTID18335218;"1716-8420-2111-4735";2016-07-02;16878;SEG24
CTID31694272;"8135-1903-7706-2260";2016-12-15;20971;SEG21
CTID58608012;"6071-3874-2856-8755";2016-07-22;31786;SEG25
CTID57057941;"4220-2591-3295-3300";2016-09-01;27614;SEG19
CTID21810890;"9446-5484-2517-1811";2016-04-20;7690;SEG16
CTID92163050;"7179-9253-8424-9313";2016-04-17;26198;SEG15
CTID91345951;"5936-1967-4966-6077";2016-02-16;28124;SEG14
CTID11744041;"9753-7718-2196-1448";2016-05-18;5614;SEG13
CTID46513534;"3168-6552-9936-1500";2016-09-23;3428;SEG19
CTID67872018;"4420-9925-9792-9113";2016-12-07;6459;SEG23
CTID26861246;"7633-7985-2079-2990";2016-12-23;38336;SEG15
CTID65247747;"6228-9033-3508-8121";2016-04-07;16424;SEG23
CTID29670846;"8839-9467-3960-3997";2016-05-16;38511;SEG12
CTID52650122;"5530-1215-6434-9691";2016-09-15;43939;SEG11
CTID33082954;"5018-8635-8433-6614";2016-03-16;26735;SEG11
CTID69012200;"5380-2273-3524-9795";2016-07-24;33725;SEG11
CTID17309922;"8614-1547-9524-8444";2016-04-18;15960;SEG14
CTID28063377;"2056-7091-8023-1914";2016-01-04;1333;SEG11
